Titik Awal,Koordinat Awal,Tujuan,Koordinat Tujuan,Jarak Tempuh (km),Waktu Tempuh (menit),Kapasitas Full Tanki Bensin (liter),Jarak Tempuh Bensin per Liter (km/l),Rekomendasi_SPBU,Rekomendasi_TempatIstirahat,Rekomendasi_Penginapan
Taman Sari,"(-7.811356, 110.359499)",Banten Lama,"(-6.034228, 106.128827)",507.0677309065421,507,8,36.370079279257006,ya,ya,tidak
Gunung Galunggung,"(-7.241253, 108.082577)",Ciputra Waterpark,"(-7.288911, 112.609064)",499.30759451365407,507,9,40.53215567708756,ya,ya,tidak
Kenjeran Park,"(-7.22302, 112.790361)",Alun-Alun Serang,"(-6.11907, 106.150194)",743.539420016692,1037,8,47.99405249131435,ya,ya,ya
Simpang Lima,"(-6.9925, 110.420601)",Lawang Sewu,"(-6.983784, 110.40908)",1.5988011705408829,2,15,38.52504339031232,tidak,tidak,tidak
Stasiun Cirebon,"(-6.710515, 108.561267)",Lawang Sewu,"(-6.983784, 110.40908)",206.2522536739915,263,7,39.8927627283064,tidak,ya,tidak
Lawang Sewu,"(-6.983784, 110.40908)",Stasiun Cirebon,"(-6.710515, 108.561267)",206.2522536739915,294,7,43.412161949808805,tidak,ya,tidak
Farm House,"(-6.832553, 107.605373)",Gunung Galunggung,"(-7.241253, 108.082577)",69.56045474964569,90,14,46.34828877524082,tidak,ya,tidak
Tugu Pahlawan,"(-7.245971, 112.737826)",Alun-Alun Serang,"(-6.11907, 106.150194)",738.2293708369953,1006,7,42.68664475310145,ya,ya,ya
Banten Lama,"(-6.034228, 106.128827)",Gunung Galunggung,"(-7.241253, 108.082577)",254.12106998157668,331,9,44.456506620036606,tidak,ya,tidak
Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",Ciputra Waterpark,"(-7.288911, 112.609064)",484.406843641873,548,13,47.12297678373996,ya,ya,tidak
Monas,"(-6.175392, 106.827153)",Farm House,"(-6.832553, 107.605373)",112.8346095170774,112,11,49.80047984764696,tidak,ya,tidak
Kota Tua,"(-6.1352, 106.813301)",Ciputra Waterpark,"(-7.288911, 112.609064)",652.7576440006915,699,11,30.67243347283521,ya,ya,ya
Farm House,"(-6.832553, 107.605373)",Situ Gede,"(-7.323856, 108.22867)",87.83528243185738,92,8,45.554979608130296,tidak,ya,tidak
Gua Maria Pohsarang,"(-7.856367, 112.010669)",Ciputra Waterpark,"(-7.288911, 112.609064)",91.27885610603286,105,10,32.63322177252194,tidak,ya,tidak
Banten Lama,"(-6.034228, 106.128827)",Gedung Sate,"(-6.902475, 107.618782)",190.8410774013607,229,14,37.10679102386137,tidak,ya,tidak
Simpang Lima Gumul,"(-7.815934, 112.011961)",Coban Rondo,"(-7.895497, 112.533402)",58.11480215919786,62,14,49.30545986464936,tidak,tidak,tidak
Lawang Sewu,"(-6.983784, 110.40908)",Kota Tua,"(-6.1352, 106.813301)",408.2640695438303,437,13,32.160055718615055,ya,ya,tidak
Simpang Lima Gumul,"(-7.815934, 112.011961)",Simpang Lima,"(-6.9925, 110.420601)",197.9259141253703,263,6,35.135735688651174,ya,ya,tidak
Sam Poo Kong,"(-6.992966, 110.389888)",Gua Maria Pohsarang,"(-7.856367, 112.010669)",202.86515272058745,270,7,45.61276641524622,tidak,ya,tidak
Gua Maria Pohsarang,"(-7.856367, 112.010669)",Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",422.23497766988953,517,4,48.76284817514515,ya,ya,tidak
Monas,"(-6.175392, 106.827153)",Sam Poo Kong,"(-6.992966, 110.389888)",403.9047710969506,448,8,45.97701557611845,ya,ya,tidak
Gunung Galunggung,"(-7.241253, 108.082577)",Alun-Alun Serang,"(-6.11907, 106.150194)",247.2116499126869,247,7,39.58256306987624,ya,ya,tidak
Banten Lama,"(-6.034228, 106.128827)",Kota Tua,"(-6.1352, 106.813301)",76.50952898654512,81,7,40.128245589931474,tidak,tidak,tidak
Sam Poo Kong,"(-6.992966, 110.389888)",Banten Lama,"(-6.034228, 106.128827)",482.66324066538647,723,14,33.42701120932843,ya,ya,ya
Pantai Kejawanan,"(-6.73358, 108.581212)",Lawang Sewu,"(-6.983784, 110.40908)",203.7036855257944,254,8,39.486732571580376,tidak,ya,tidak
Sam Poo Kong,"(-6.992966, 110.389888)",Tugu Pahlawan,"(-7.245971, 112.737826)",260.5883963360301,390,15,41.91228619546911,tidak,ya,tidak
Taman Mini,"(-6.30242, 106.895382)",Kota Tua,"(-6.1352, 106.813301)",20.689654746143912,25,6,49.13178658531599,tidak,tidak,tidak
Gedung Sate,"(-6.902475, 107.618782)",Alun-Alun Malang,"(-7.978639, 112.630141)",565.3436294759161,574,9,32.60727519357026,ya,ya,tidak
Situ Gede,"(-7.323856, 108.22867)",Kenjeran Park,"(-7.22302, 112.790361)",503.27799998689056,702,4,46.92829031656205,ya,ya,ya
Monas,"(-6.175392, 106.827153)",Gua Maria Pohsarang,"(-7.856367, 112.010669)",601.8039263801215,820,6,49.910855370128864,ya,ya,ya
Gedung Sate,"(-6.902475, 107.618782)",Gunung Galunggung,"(-7.241253, 108.082577)",63.54819657353483,71,13,34.534359311987785,tidak,tidak,tidak
Ciputra Waterpark,"(-7.288911, 112.609064)",Pantai Kejawanan,"(-6.73358, 108.581212)",448.7928265843921,549,5,42.90497297648983,ya,ya,tidak
Alun-Alun Serang,"(-6.11907, 106.150194)",Simpang Lima Gumul,"(-7.815934, 112.011961)",673.909317378515,808,6,44.04809284031384,ya,ya,ya
Banten Lama,"(-6.034228, 106.128827)",Alun-Alun Serang,"(-6.11907, 106.150194)",9.725328130353487,12,11,36.64333461019788,tidak,tidak,tidak
Gunung Galunggung,"(-7.241253, 108.082577)",Taman Sari,"(-7.811356, 110.359499)",258.88107964412666,369,12,49.21798044733156,tidak,ya,tidak
Keraton Kasepuhan,"(-6.724108, 108.555726)",Kota Tua,"(-6.1352, 106.813301)",203.36073052241537,210,8,30.00840384696324,ya,ya,tidak
Taman Mini,"(-6.30242, 106.895382)",Gedung Sate,"(-6.902475, 107.618782)",104.09949292738544,115,10,35.60230134081812,tidak,ya,tidak
Coban Rondo,"(-7.895497, 112.533402)",Keraton Kasepuhan,"(-6.724108, 108.555726)",457.6215591562663,538,15,46.30466933146552,tidak,ya,tidak
Kraton,"(-7.805691, 110.364914)",Tugu Pahlawan,"(-7.245971, 112.737826)",268.88370081747235,366,7,47.23247759593625,ya,ya,tidak
Gua Maria Pohsarang,"(-7.856367, 112.010669)",Stasiun Cirebon,"(-6.710515, 108.561267)",401.22184222032513,534,13,32.68772678998762,ya,ya,tidak
Taman Mini,"(-6.30242, 106.895382)",Situ Gede,"(-7.323856, 108.22867)",185.9291254090016,199,12,39.32815140724367,tidak,ya,tidak
Tugu Pahlawan,"(-7.245971, 112.737826)",Pantai Kejawanan,"(-6.73358, 108.581212)",462.2807047028173,495,14,44.3568054016601,tidak,ya,tidak
Trans Studio,"(-6.926855, 107.634515)",Kenjeran Park,"(-7.22302, 112.790361)",569.8874690041995,854,4,31.84721292715787,ya,ya,ya
Kediri Mall,"(-7.82424, 112.011388)",Gedung Sate,"(-6.902475, 107.618782)",495.1250368034492,503,6,48.36806212506925,ya,ya,tidak
Alun-Alun Malang,"(-7.978639, 112.630141)",Tugu Pahlawan,"(-7.245971, 112.737826)",82.32892230004528,105,6,34.366611176458825,tidak,ya,tidak
Pantai Kejawanan,"(-6.73358, 108.581212)",Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",77.29213048343952,105,4,42.93254943455463,tidak,ya,tidak
Gedung Sate,"(-6.902475, 107.618782)",Jatim Park,"(-7.887634, 112.53475)",553.0320797363705,650,11,45.9386849573858,ya,ya,ya
Pantai Kejawanan,"(-6.73358, 108.581212)",Stasiun Cirebon,"(-6.710515, 108.561267)",3.380667372216534,4,11,40.92145547351103,tidak,tidak,tidak
Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",Masjid Agung Serang,"(-6.117978, 106.153106)",264.6459771352921,330,7,39.156566412631605,ya,ya,tidak
Gedung Sate,"(-6.902475, 107.618782)",Pantai Kejawanan,"(-6.73358, 108.581212)",107.90730323724942,109,14,42.43545695977872,tidak,ya,tidak
Masjid Agung Serang,"(-6.117978, 106.153106)",Alun-Alun Serang,"(-6.11907, 106.150194)",0.3440916909629133,0,15,30.43634237238439,tidak,tidak,tidak
Alun-Alun Malang,"(-7.978639, 112.630141)",Malioboro,"(-7.79558, 110.36949)",249.825240247832,258,7,40.85287504084203,ya,ya,tidak
Simpang Lima Gumul,"(-7.815934, 112.011961)",Gunung Galunggung,"(-7.241253, 108.082577)",437.8458793285704,437,4,47.17859900503355,ya,ya,tidak
Trans Studio,"(-6.926855, 107.634515)",Lawang Sewu,"(-6.983784, 110.40908)",306.31210062072086,382,13,48.33992497090242,tidak,ya,tidak
Banten Lama,"(-6.034228, 106.128827)",Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",271.78519466731825,332,5,47.16760479236778,ya,ya,tidak
Taman Mini,"(-6.30242, 106.895382)",Kraton,"(-7.805691, 110.364914)",417.7610883001236,439,12,46.49924218927123,tidak,ya,tidak
Kediri Mall,"(-7.82424, 112.011388)",Taman Sari,"(-7.811356, 110.359499)",181.9799938726928,222,9,49.21845656335481,tidak,ya,tidak
Kraton,"(-7.805691, 110.364914)",Simpang Lima Gumul,"(-7.815934, 112.011961)",181.4475649201811,190,14,30.76772077760201,tidak,ya,tidak
Taman Sari,"(-7.811356, 110.359499)",Gua Maria Pohsarang,"(-7.856367, 112.010669)",181.95698263621404,227,9,46.61217943439105,tidak,ya,tidak
Monas,"(-6.175392, 106.827153)",Jatim Park,"(-7.887634, 112.53475)",658.0012124274839,680,6,43.43548752838342,ya,ya,ya
Masjid Agung Serang,"(-6.117978, 106.153106)",Keraton Kasepuhan,"(-6.724108, 108.555726)",273.9034665523331,310,15,45.310124570952325,tidak,ya,tidak
Coban Rondo,"(-7.895497, 112.533402)",Lawang Sewu,"(-6.983784, 110.40908)",255.22080071498667,348,13,40.603501938901765,tidak,ya,tidak
Masjid Agung Serang,"(-6.117978, 106.153106)",Kenjeran Park,"(-7.22302, 112.790361)",743.2430883382643,910,5,49.84085236679398,ya,ya,ya
Lawang Sewu,"(-6.983784, 110.40908)",Simpang Lima Gumul,"(-7.815934, 112.011961)",199.50223657167143,299,12,44.51789229689239,tidak,ya,tidak
Stasiun Cirebon,"(-6.710515, 108.561267)",Situ Gede,"(-7.323856, 108.22867)",77.45074768628962,101,6,36.883862231199245,tidak,ya,tidak
Tugu Pahlawan,"(-7.245971, 112.737826)",Malioboro,"(-7.79558, 110.36949)",268.1375021907891,365,11,34.61715982376433,tidak,ya,tidak
Coban Rondo,"(-7.895497, 112.533402)",Kenjeran Park,"(-7.22302, 112.790361)",79.96065683141616,81,15,49.78067645237066,tidak,tidak,tidak
Situ Gede,"(-7.323856, 108.22867)",Stasiun Cirebon,"(-6.710515, 108.561267)",77.45074768628962,101,7,45.92996937000355,tidak,ya,tidak
Kota Tua,"(-6.1352, 106.813301)",Taman Mini,"(-6.30242, 106.895382)",20.689654746143912,21,10,32.63436972434724,tidak,tidak,tidak
Coban Rondo,"(-7.895497, 112.533402)",Monas,"(-6.175392, 106.827153)",658.1070731197449,717,10,30.45135520703097,ya,ya,ya
Farm House,"(-6.832553, 107.605373)",Trans Studio,"(-6.926855, 107.634515)",10.968317181676817,12,8,48.41234534409226,tidak,tidak,tidak
Simpang Lima,"(-6.9925, 110.420601)",Stasiun Cirebon,"(-6.710515, 108.561267)",207.6526594115407,235,13,33.495314470241496,tidak,ya,tidak
Kenjeran Park,"(-7.22302, 112.790361)",Gunung Galunggung,"(-7.241253, 108.082577)",519.3186441531387,610,6,39.54114635775302,ya,ya,ya
Jatim Park,"(-7.887634, 112.53475)",Trans Studio,"(-6.926855, 107.634515)",550.7851776734066,579,12,37.64584378118656,ya,ya,tidak
Coban Rondo,"(-7.895497, 112.533402)",Masjid Agung Serang,"(-6.117978, 106.153106)",731.3381571209783,953,15,49.77713841980266,ya,ya,ya
Trans Studio,"(-6.926855, 107.634515)",Gua Maria Pohsarang,"(-7.856367, 112.010669)",493.49967821132486,569,12,37.13126432034503,ya,ya,tidak
Stasiun Cirebon,"(-6.710515, 108.561267)",Keraton Kasepuhan,"(-6.724108, 108.555726)",1.6306357839287302,1,9,33.04858627674211,tidak,tidak,tidak
Taman Mini,"(-6.30242, 106.895382)",Situ Gede,"(-7.323856, 108.22867)",185.9291254090016,192,6,31.017814310401903,ya,ya,tidak
Keraton Kasepuhan,"(-6.724108, 108.555726)",Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",76.78682008935748,85,15,41.24838627643373,tidak,tidak,tidak
Kraton,"(-7.805691, 110.364914)",Alun-Alun Malang,"(-7.978639, 112.630141)",250.23563824712352,375,6,44.14152368383144,ya,ya,tidak
Malioboro,"(-7.79558, 110.36949)",Tugu Pahlawan,"(-7.245971, 112.737826)",268.1375021907891,392,15,38.70509497902762,tidak,ya,tidak
Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",Malioboro,"(-7.79558, 110.36949)",242.89026491718897,338,11,37.57337699538162,tidak,ya,tidak
Stasiun Cirebon,"(-6.710515, 108.561267)",Trans Studio,"(-6.926855, 107.634515)",105.11091724563182,131,12,49.33508862792727,tidak,ya,tidak
Stasiun Cirebon,"(-6.710515, 108.561267)",Keraton Kasepuhan,"(-6.724108, 108.555726)",1.6306357839287302,1,15,33.36560663102587,tidak,tidak,tidak
Kediri Mall,"(-7.82424, 112.011388)",Gunung Galunggung,"(-7.241253, 108.082577)",437.9149957503686,547,8,35.64686342251615,ya,ya,tidak
Masjid Agung Serang,"(-6.117978, 106.153106)",Gunung Galunggung,"(-7.241253, 108.082577)",246.99566184375345,259,11,48.64742310366877,tidak,ya,tidak
Taman Mini,"(-6.30242, 106.895382)",Kediri Mall,"(-7.82424, 112.011388)",589.3524790061368,841,14,32.535748896862074,ya,ya,ya
Taman Mini,"(-6.30242, 106.895382)",Gedung Sate,"(-6.902475, 107.618782)",104.09949292738544,148,6,31.815528052453,tidak,ya,tidak
Banten Lama,"(-6.034228, 106.128827)",Jatim Park,"(-7.887634, 112.53475)",736.4424157218534,981,12,47.58842155052898,ya,ya,ya
Sam Poo Kong,"(-6.992966, 110.389888)",Malioboro,"(-7.79558, 110.36949)",89.27494444972147,90,12,33.54198771138878,tidak,ya,tidak
Farm House,"(-6.832553, 107.605373)",Kraton,"(-7.805691, 110.364914)",323.00665356487895,334,11,43.01108503597552,tidak,ya,tidak
Pantai Kejawanan,"(-6.73358, 108.581212)",Kota Tua,"(-6.1352, 106.813301)",206.364229955079,217,11,49.70448566345015,tidak,ya,tidak
Simpang Lima Gumul,"(-7.815934, 112.011961)",Simpang Lima Gumul,"(-7.815934, 112.011961)",0.0,0,5,30.397698722901094,tidak,tidak,tidak
Keraton Kasepuhan,"(-6.724108, 108.555726)",Kota Tua,"(-6.1352, 106.813301)",203.36073052241537,249,11,48.28047179315454,tidak,ya,tidak
Banten Lama,"(-6.034228, 106.128827)",Pantai Kejawanan,"(-6.73358, 108.581212)",281.9365565507513,375,5,32.16127288135714,ya,ya,tidak
Lawang Sewu,"(-6.983784, 110.40908)",Coban Rondo,"(-7.895497, 112.533402)",255.22080071498667,325,7,48.01777112901121,ya,ya,tidak
Monas,"(-6.175392, 106.827153)",Sam Poo Kong,"(-6.992966, 110.389888)",403.9047710969506,526,14,33.55902481120461,ya,ya,tidak
Simpang Lima Gumul,"(-7.815934, 112.011961)",Alun-Alun Serang,"(-6.11907, 106.150194)",673.909317378515,735,12,38.810669675456126,ya,ya,ya
Kenjeran Park,"(-7.22302, 112.790361)",Simpang Lima Gumul,"(-7.815934, 112.011961)",108.21223597982454,158,4,40.39346276515421,tidak,ya,tidak
Lawang Sewu,"(-6.983784, 110.40908)",Alun-Alun Malang,"(-7.978639, 112.630141)",268.6935685242365,322,13,37.89532903554888,tidak,ya,tidak
Banten Lama,"(-6.034228, 106.128827)",Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",271.78519466731825,362,4,34.593623965044046,ya,ya,tidak
Taman Sari,"(-7.811356, 110.359499)",Masjid Agung Serang,"(-6.117978, 106.153106)",500.9905063230789,500,10,40.62392835020515,ya,ya,tidak
Ciputra Waterpark,"(-7.288911, 112.609064)",Stasiun Cirebon,"(-6.710515, 108.561267)",451.3422766371184,677,9,41.06466151987198,ya,ya,ya
Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",Coban Rondo,"(-7.895497, 112.533402)",479.8868651217547,523,8,38.12043338941094,ya,ya,tidak
Simpang Lima Gumul,"(-7.815934, 112.011961)",Situ Gede,"(-7.323856, 108.22867)",420.58818106738113,515,11,32.069613750086695,ya,ya,tidak
Monas,"(-6.175392, 106.827153)",Banten Lama,"(-6.034228, 106.128827)",78.78934085415663,85,10,35.9857253664159,tidak,tidak,tidak
Alun-Alun Malang,"(-7.978639, 112.630141)",Taman Sari,"(-7.811356, 110.359499)",250.7810814043766,307,14,36.17357174501887,tidak,ya,tidak
Kenjeran Park,"(-7.22302, 112.790361)",Stasiun Cirebon,"(-6.710515, 108.561267)",470.2444716337109,494,7,39.88958677163284,ya,ya,tidak
Kenjeran Park,"(-7.22302, 112.790361)",Simpang Lima Gumul,"(-7.815934, 112.011961)",108.21223597982454,122,8,38.5645513954173,tidak,ya,tidak
Coban Rondo,"(-7.895497, 112.533402)",Kota Tua,"(-6.1352, 106.813301)",660.9046322957267,922,7,41.814689934238594,ya,ya,ya
Farm House,"(-6.832553, 107.605373)",Jatim Park,"(-7.887634, 112.53475)",556.1107048347578,606,10,40.926151278651545,ya,ya,ya
Kenjeran Park,"(-7.22302, 112.790361)",Malioboro,"(-7.79558, 110.36949)",274.36730403912003,322,12,36.63778598759579,tidak,ya,tidak
Keraton Kasepuhan,"(-6.724108, 108.555726)",Farm House,"(-6.832553, 107.605373)",105.62632957965106,119,11,44.96746708099916,tidak,ya,tidak
Tugu Pahlawan,"(-7.245971, 112.737826)",Kediri Mall,"(-7.82424, 112.011388)",102.6990886930164,140,6,35.996524195348464,tidak,ya,tidak
Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",Simpang Lima Gumul,"(-7.815934, 112.011961)",421.7931226613083,486,10,36.08208870323817,ya,ya,tidak
Lawang Sewu,"(-6.983784, 110.40908)",Sam Poo Kong,"(-6.992966, 110.389888)",2.3514231098737555,3,6,46.81052006152992,tidak,tidak,tidak
Malioboro,"(-7.79558, 110.36949)",Simpang Lima Gumul,"(-7.815934, 112.011961)",180.95622678136183,212,14,48.19918366346033,tidak,ya,tidak
Banten Lama,"(-6.034228, 106.128827)",Lawang Sewu,"(-6.983784, 110.40908)",484.5121428858853,501,15,32.269456155039265,ya,ya,tidak
Kraton,"(-7.805691, 110.364914)",Taman Sari,"(-7.811356, 110.359499)",0.8675570308426465,1,6,43.84807790563755,tidak,tidak,tidak
Alun-Alun Malang,"(-7.978639, 112.630141)",Monas,"(-6.175392, 106.827153)",670.9756894470422,745,14,39.64793440196441,ya,ya,ya
Simpang Lima,"(-6.9925, 110.420601)",Alun-Alun Malang,"(-7.978639, 112.630141)",267.13511790923155,302,5,41.07533914093942,ya,ya,tidak
Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",Taman Mini,"(-6.30242, 106.895382)",185.16695252173636,231,9,41.73290315668234,tidak,ya,tidak
Trans Studio,"(-6.926855, 107.634515)",Alun-Alun Serang,"(-6.11907, 106.150194)",186.9680251557959,219,4,35.00662183542158,ya,ya,tidak
Tugu Pahlawan,"(-7.245971, 112.737826)",Coban Rondo,"(-7.895497, 112.533402)",75.65728897914536,78,14,47.327308649672624,tidak,tidak,tidak
Kota Tua,"(-6.1352, 106.813301)",Stasiun Cirebon,"(-6.710515, 108.561267)",203.46266993734417,254,5,33.63627021190364,ya,ya,tidak
Kraton,"(-7.805691, 110.364914)",Masjid Agung Serang,"(-6.117978, 106.153106)",501.310950277749,626,5,32.81387173584112,ya,ya,ya
Gedung Sate,"(-6.902475, 107.618782)",Alun-Alun Serang,"(-6.11907, 106.150194)",184.1512927846321,204,12,45.24656826221928,tidak,ya,tidak
Lawang Sewu,"(-6.983784, 110.40908)",Kediri Mall,"(-7.82424, 112.011388)",199.8749240814228,218,5,32.40683020507012,ya,ya,tidak
Farm House,"(-6.832553, 107.605373)",Ciputra Waterpark,"(-7.288911, 112.609064)",554.4883449456075,707,15,48.90593950943217,ya,ya,ya
Taman Mini,"(-6.30242, 106.895382)",Banten Lama,"(-6.034228, 106.128827)",89.83752827399576,107,6,38.971333692951866,tidak,ya,tidak
Monas,"(-6.175392, 106.827153)",Keraton Kasepuhan,"(-6.724108, 108.555726)",200.50033911595344,245,10,33.48362955582324,tidak,ya,tidak
Malioboro,"(-7.79558, 110.36949)",Taman Mini,"(-6.30242, 106.895382)",417.77980751441487,464,8,30.368416168216644,ya,ya,tidak
Ciputra Waterpark,"(-7.288911, 112.609064)",Kraton,"(-7.805691, 110.364914)",253.96158877040608,277,8,31.398342290229373,ya,ya,tidak
Kenjeran Park,"(-7.22302, 112.790361)",Farm House,"(-6.832553, 107.605373)",573.8535260458423,800,8,38.000592628163886,ya,ya,ya
Tugu Pahlawan,"(-7.245971, 112.737826)",Sam Poo Kong,"(-6.992966, 110.389888)",260.5883963360301,312,12,36.2264834103872,tidak,ya,tidak
Coban Rondo,"(-7.895497, 112.533402)",Stasiun Cirebon,"(-6.710515, 108.561267)",457.4750223599969,584,8,33.622051518753715,ya,ya,tidak
Kota Tua,"(-6.1352, 106.813301)",Lawang Sewu,"(-6.983784, 110.40908)",408.2640695438303,445,15,49.66602848304745,tidak,ya,tidak
Kenjeran Park,"(-7.22302, 112.790361)",Simpang Lima Gumul,"(-7.815934, 112.011961)",108.21223597982454,129,14,49.24600779882851,tidak,ya,tidak
Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",Simpang Lima Gumul,"(-7.815934, 112.011961)",421.7931226613083,496,5,41.12828647196535,ya,ya,tidak
Taman Sari,"(-7.811356, 110.359499)",Kenjeran Park,"(-7.22302, 112.790361)",275.84473326015984,352,7,36.99057801940677,ya,ya,tidak
Gua Maria Pohsarang,"(-7.856367, 112.010669)",Situ Gede,"(-7.323856, 108.22867)",421.03606254096746,435,5,35.56664793509036,ya,ya,tidak
Kraton,"(-7.805691, 110.364914)",Keraton Kasepuhan,"(-6.724108, 108.555726)",232.99347051736905,232,15,35.524322715385104,tidak,ya,tidak
Taman Sari,"(-7.811356, 110.359499)",Alun-Alun Malang,"(-7.978639, 112.630141)",250.7810814043766,366,10,39.77589331521822,tidak,ya,tidak
Keraton Kasepuhan,"(-6.724108, 108.555726)",Stasiun Cirebon,"(-6.710515, 108.561267)",1.6306357839287302,2,11,47.788440328873605,tidak,tidak,tidak
Masjid Agung Serang,"(-6.117978, 106.153106)",Gunung Galunggung,"(-7.241253, 108.082577)",246.99566184375345,370,12,40.249670641969736,tidak,ya,tidak
Jatim Park,"(-7.887634, 112.53475)",Jatim Park,"(-7.887634, 112.53475)",0.0,0,15,44.876262775296325,tidak,tidak,tidak
Ciputra Waterpark,"(-7.288911, 112.609064)",Gunung Galunggung,"(-7.241253, 108.082577)",499.30759451365407,696,15,42.8208894320157,ya,ya,ya
Situ Gede,"(-7.323856, 108.22867)",Alun-Alun Serang,"(-6.11907, 106.150194)",265.758695529742,295,5,37.33263497745112,ya,ya,tidak
Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",Lawang Sewu,"(-6.983784, 110.40908)",244.8309907195952,358,6,34.92667933361404,ya,ya,tidak
Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",Banten Lama,"(-6.034228, 106.128827)",271.78519466731825,339,12,36.95962732778509,tidak,ya,tidak
Taman Mini,"(-6.30242, 106.895382)",Kenjeran Park,"(-7.22302, 112.790361)",658.9198528749248,693,14,32.134840992730545,ya,ya,ya
Ciputra Waterpark,"(-7.288911, 112.609064)",Pantai Kejawanan,"(-6.73358, 108.581212)",448.7928265843921,673,8,43.62731964009048,ya,ya,ya
Taman Mini,"(-6.30242, 106.895382)",Gedung Sate,"(-6.902475, 107.618782)",104.09949292738544,138,12,48.42553938994716,tidak,ya,tidak
Malioboro,"(-7.79558, 110.36949)",Gua Maria Pohsarang,"(-7.856367, 112.010669)",180.9172838052192,258,10,49.14623970609812,tidak,ya,tidak
Sam Poo Kong,"(-6.992966, 110.389888)",Alun-Alun Malang,"(-7.978639, 112.630141)",270.2051151994382,274,4,43.83483735992077,ya,ya,tidak
Simpang Lima Gumul,"(-7.815934, 112.011961)",Monas,"(-6.175392, 106.827153)",600.5832011708559,667,10,36.71104568114064,ya,ya,ya
Pantai Kejawanan,"(-6.73358, 108.581212)",Taman Sari,"(-7.811356, 110.359499)",229.8571844737484,336,12,48.480366160091165,tidak,ya,tidak
Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",Alun-Alun Malang,"(-7.978639, 112.630141)",491.6867676632197,567,11,49.69374377139604,ya,ya,tidak
Monas,"(-6.175392, 106.827153)",Alun-Alun Tasikmalaya,"(-7.327403, 108.217163)",199.91863036635368,239,14,32.74104171769227,tidak,ya,tidak
Tugu Pahlawan,"(-7.245971, 112.737826)",Banten Lama,"(-6.034228, 106.128827)",742.2696872099011,1086,13,45.91201770599463,ya,ya,ya
Farm House,"(-6.832553, 107.605373)",Banten Lama,"(-6.034228, 106.128827)",185.73552303122645,199,13,47.57402962056895,tidak,ya,tidak
Coban Rondo,"(-7.895497, 112.533402)",Kenjeran Park,"(-7.22302, 112.790361)",79.96065683141616,92,6,42.97382761431475,tidak,ya,tidak
Banten Lama,"(-6.034228, 106.128827)",Jatim Park,"(-7.887634, 112.53475)",736.4424157218534,775,11,44.58807873279274,ya,ya,ya
Kenjeran Park,"(-7.22302, 112.790361)",Masjid Agung Serang,"(-6.117978, 106.153106)",743.2430883382643,891,9,32.40346026020846,ya,ya,ya
Gua Maria Pohsarang,"(-7.856367, 112.010669)",Trans Studio,"(-6.926855, 107.634515)",493.49967821132486,722,8,34.766617809040774,ya,ya,ya
Stasiun Cirebon,"(-6.710515, 108.561267)",Alun-Alun Serang,"(-6.11907, 106.150194)",274.4161936317392,316,10,31.63951181136702,ya,ya,tidak
Taman Sari,"(-7.811356, 110.359499)",Kota Tua,"(-6.1352, 106.813301)",433.49881393639134,565,6,34.06787092450209,ya,ya,tidak
Gedung Sate,"(-6.902475, 107.618782)",Simpang Lima,"(-6.9925, 110.420601)",309.4219783736561,464,11,31.74565643536821,ya,ya,tidak
Gua Maria Pohsarang,"(-7.856367, 112.010669)",Simpang Lima,"(-6.9925, 110.420601)",199.91332372228365,206,13,31.80342272489158,tidak,ya,tidak
Taman Sari,"(-7.811356, 110.359499)",Jatim Park,"(-7.887634, 112.53475)",239.7603293571076,271,9,45.23806535185352,tidak,ya,tidak
Kenjeran Park,"(-7.22302, 112.790361)",Ciputra Waterpark,"(-7.288911, 112.609064)",21.297789136824377,24,7,48.22906304549785,tidak,tidak,tidak
Kota Tua,"(-6.1352, 106.813301)",Lawang Sewu,"(-6.983784, 110.40908)",408.2640695438303,583,4,39.510206304253046,ya,ya,tidak
Kenjeran Park,"(-7.22302, 112.790361)",Gua Maria Pohsarang,"(-7.856367, 112.010669)",111.1156726223935,116,6,45.61753292148175,tidak,ya,tidak
Simpang Lima Gumul,"(-7.815934, 112.011961)",Simpang Lima Gumul,"(-7.815934, 112.011961)",0.0,0,4,38.48168785276986,tidak,tidak,tidak
Situ Gede,"(-7.323856, 108.22867)",Gedung Sate,"(-6.902475, 107.618782)",81.99975213147565,94,11,36.53995889486864,tidak,ya,tidak
